,time,target,direction.x,direction.y,direction.z
0,114.689,drone1,-0.9994181628632053,0.002649553657904659,0.03400464092663514
1,114.712,drone2,-0.9804811860874504,-0.19350580537222772,0.034815901766173794
2,114.735,drone3,-0.9698431498285188,-0.24018935507700498,0.041392492536567044
3,114.758,drone4,-0.9990910313400252,0.002339631556873818,0.0425633318726696
4,114.781,rover5,-0.9983344828235685,-0.05769107734648556,-7.258988921183128e-12
5,114.804,rover7,-0.24422481088453257,-0.9697186405078393,-2.055293524184811e-07
6,114.827,landmark1,-0.9529198468240142,-0.302916172614638,0.013621963786336786
7,114.85,landmark2,-0.9707484012885566,-0.23835077619071235,0.02892142605399279
8,114.873,landmark3,-0.9883633976246675,0.15108221021734478,0.017662389183394023
9,114.896,landmark4,-0.9904511019147298,0.13582895552627,0.023603168358080195
10,114.949,drone1,-0.9989921440287263,0.002708685277854934,0.0448035622797376
11,114.972,drone2,-0.9800553940227638,-0.19337641964519714,0.045792848481939784
12,114.995,drone3,-0.969228719581544,-0.2400457022119413,0.05453210052709343
13,115.018,drone4,-0.998418211880308,0.002301614679162692,0.05617630065781405
14,115.041,rover5,-0.9983347538193605,-0.05768638761819578,-7.274780893134995e-12
15,115.064,rover7,-0.2442270071426193,-0.9697180873749425,-2.0609617037144306e-07
16,115.087,landmark1,-0.9529210668624194,-0.3029123331307502,0.0136219957081871
17,115.11,landmark2,-0.9707505120996078,-0.23834216377076084,0.028921552991167214
18,115.133,landmark3,-0.9883624864774987,0.1510881698826712,0.017662396369730937
19,115.156,landmark4,-0.990450008133806,0.13583692829161134,0.0236031841081503
20,115.197,drone1,-0.9983315626458289,0.0027353666039186104,0.05767676130539551
21,115.22,drone2,-0.9793920274917378,-0.19322328480150575,0.05878791284047451
22,115.243,drone3,-0.9682795904100352,-0.23980821626934556,0.07019012897188001
23,115.266,drone4,-0.9974025763591976,0.002211776887591556,0.07199450475581144
24,115.289,rover5,-0.9983350247551684,-0.05768169854552747,-7.290571805778561e-12
25,115.312,rover7,-0.24422919892261624,-0.9697175353645898,-2.0666360642833485e-07
26,115.335,landmark1,-0.9529222866281258,-0.3029084944506697,0.013622027641024546
27,115.358,landmark2,-0.9707526224405947,-0.23833355292912653,0.028921679980380064
28,115.381,landmark3,-0.9883615753752636,0.15109412901060376,0.01766240358089551
29,115.404,landmark4,-0.9904489143888208,0.135844900310603,0.023603199901890692
30,115.443,drone1,-0.9974130880464134,0.0027486616357282408,0.0718301931845511
31,115.466,drone2,-0.9784949173485785,-0.1930276548004123,0.07271878165406578
32,115.489,drone3,-0.966963703956404,-0.23947988170301732,0.08735319965760223
33,115.512,drone4,-0.9959970363243665,0.0019234209288376716,0.08936556431315566
34,115.535,rover5,-0.9983352956309447,-0.057677010129465064,-7.30636276793371e-12
35,115.558,rover7,-0.24423138623813287,-0.9697169844733858,-2.072316793637499e-07
36,115.581,landmark1,-0.9529235061208999,-0.3029046565751653,0.013622059584822332
37,115.604,landmark2,-0.9707547323111365,-0.23832494366755105,0.028921807021557683
38,115.627,landmark3,-0.9883606643181696,0.1511000875998518,0.01766241081685909
39,115.65,landmark4,-0.9904478206800281,0.1358528715815338,0.02360321573926012
40,115.69,drone1,-0.9963611931625652,0.0027624286690490847,0.08518651153508858
41,115.713,drone2,-0.977495110050053,-0.1928051247738225,0.08561246223059749
42,115.736,drone3,-0.9654623081366155,-0.2391054964164221,0.10349441120647594
43,115.759,drone4,-0.9940659514876187,0.0016346835558855319,0.10876677756873936
44,115.782,rover5,-0.9983355664466459,-0.0576723223709152,-7.322146018182769e-12
45,115.805,rover7,-0.24423356910268373,-0.9697164346979591,-2.0780036334150146e-07
46,115.828,landmark1,-0.9529247253405219,-0.3029008195049629,0.013622091539590556
47,115.851,landmark2,-0.9707568417108778,-0.2383163359876657,0.02892193411470846
48,115.874,landmark3,-0.9883597533064055,0.15110604564924635,0.017662418077640758
49,115.897,landmark4,-0.9904467270076583,0.135860842102853,0.023603231620282043
50,115.956,drone1,-0.9953128199988373,0.0027795373052033035,0.09666780497317173
51,115.979,drone2,-0.9765166029216364,-0.19257927231800953,0.09658440915516907
52,116.002,drone3,-0.963971571494433,-0.2387306882751554,0.1173305920304832
53,116.025,drone4,-0.9914824349675919,0.001508884119955852,0.1302317335346785
54,116.048,rover5,-0.9983358372022249,-0.057667635270859254,-7.337929318013938e-12
55,116.071,rover7,-0.24423574752989613,-0.9697158860349095,-2.0836967643577775e-07
56,116.094,landmark1,-0.9529259442867591,-0.30289698324082825,0.013622123505302983
57,116.117,landmark2,-0.9707589506394401,-0.2383077298912056,0.028922061259759907
58,116.14,landmark3,-0.9883588423401778,0.15111200315749995,0.01766242536321254
59,116.163,landmark4,-0.9904456333719648,0.135868811872854,0.02360324754491611
60,116.203,drone1,-0.9943667470788446,0.002804022065113805,0.1059571128527727
61,116.226,drone2,-0.9756447154388848,-0.19236585930419045,0.10541710207712023
62,116.249,drone3,-0.962632475506988,-0.23838800797142679,0.12849075746801036
63,116.272,drone4,-0.9881616413829769,0.0014764708966534983,0.153409225710165
64,116.295,rover5,-0.9983361078976384,-0.057662948830204175,-7.353710449906195e-12
65,116.318,rover7,-0.24423792153330132,-0.9697153384808602,-2.0893959325728784e-07
66,116.341,landmark1,-0.9529271629593918,-0.30289314778348764,0.013622155481969142
67,116.364,landmark2,-0.9707610590964674,-0.23829912537980302,0.028922188456719178
68,116.387,landmark3,-0.9883579314196755,0.1511179601234431,0.017662432673592774
69,116.41,landmark4,-0.9904445397731779,0.13587678088998523,0.023603263513184796
70,116.45,drone1,-0.9935895312858929,0.0028380625938082653,0.11301233879445806
71,116.473,drone2,-0.9748214006329563,-0.19214794380070804,0.11314771125021134
72,116.496,drone3,-0.9615382016814301,-0.2381013853672642,0.1369380041969029
73,116.519,drone4,-0.9842223348256528,0.0014733522689597339,0.17692999989666067
74,116.542,rover5,-0.9983363785328397,-0.057658263049929076,-7.369490522680754e-12
75,116.565,rover7,-0.24424009112654388,-0.9697147920324066,-2.095101312121292e-07
76,116.588,landmark1,-0.9529283813581881,-0.3028893131337051,0.013622187469563393
77,116.611,landmark2,-0.970763167081582,-0.23829052245518925,0.028922315705515057
78,116.634,landmark3,-0.9883570205451054,0.15112391654579127,0.017662440008754263
79,116.657,landmark4,-0.9904434462115506,0.1358847491525437,0.023603279525048756
80,116.697,drone1,-0.9930159000483603,0.0030587292668302997,0.1179409446562861
81,116.72,drone2,-0.9737777723420205,-0.19187473353444343,0.12223312449454356
82,116.743,drone3,-0.9606841679555101,-0.23810052138349272,0.14280781195907327
83,116.766,drone4,-0.9798932140946426,0.00154971421909662,0.1995166342867433
84,116.789,rover5,-0.9983366491077852,-0.05765357793094085,-7.385266210019683e-12
85,116.812,rover7,-0.2442422563231753,-0.9697142466861669,-2.1008126587507564e-07
86,116.835,landmark1,-0.9529295994829282,-0.3028854792922058,0.01362221946809464
87,116.858,landmark2,-0.970765274594429,-0.23828192111899496,0.02892244300615332
88,116.881,landmark3,-0.9883561097166558,0.15112987242337433,0.01766244736871452
89,116.904,landmark4,-0.9904423526873136,0.13589271665897737,0.02360329558052936
90,116.944,drone1,-0.9926213747233723,0.003299415519303541,0.12121023182682816
91,116.967,drone2,-0.9723216926814603,-0.19150367164441828,0.13385391173875621
92,116.99,drone3,-0.9600851976550877,-0.2381581743519984,0.14668707248055063
93,117.013,drone4,-0.9754829470649345,0.001719432979986378,0.22006831561071563
94,117.036,rover5,-0.9983369196224282,-0.05764889347421576,-7.401046382253735e-12
95,117.059,rover7,-0.2442444171368596,-0.9697137024387308,-2.1065301376325556e-07
96,117.082,landmark1,-0.9529308173333809,-0.3028816462597513,0.013622251477537812
97,117.105,landmark2,-0.9707673816346317,-0.2382733213729459,0.02892257035856394
98,117.128,landmark3,-0.9883551989345329,0.15113582775491116,0.01766245475344703
99,117.151,landmark4,-0.9904412592007195,0.13590068340758793,0.02360331167958819
100,117.191,drone1,-0.9923730497126422,-9.350011171397944e-05,0.12327092707430509
101,117.214,drone2,-0.9703459816654886,-0.19100880504546808,0.1481361274664011
102,117.237,drone3,-0.9607203288480745,-0.23395583473013126,0.14926860732844982
103,117.26,drone4,-0.971219145768362,0.0019537649921201458,0.23817966683856248
104,117.283,rover5,-0.9983371900767257,-0.0576442096806609,-7.416814407605199e-12
105,117.306,rover7,-0.24424657358117058,-0.9697131592867104,-2.1122535100339162e-07
106,117.329,landmark1,-0.952932034909327,-0.30287781403706654,0.013622283497901254
107,117.352,landmark2,-0.9707694882018356,-0.2382647232186728,0.028922697762751425
108,117.375,landmark3,-0.988354288198926,0.15114178253923058,0.017662462162968594
109,117.398,landmark4,-0.990440165751999,0.1359086493968218,0.023603327822245602
110,117.439,drone1,-0.992204069383722,-0.01103885031028891,0.12413391350557362
