Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
114.817,368,114,824221702,base_link,-0.0015721543949711455,-0.002151182413204934,-0.9951137495643637,-0.09869917007116374,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0009294184856116772,0.003473187563940869,-0.11371462047100067,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.2970457135487062e-15,10.591182,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
115.067,369,115,74283256,base_link,-0.0012271248406885878,-0.0019315070325534478,-0.9940646677565282,-0.10876672176411023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0005695417639799416,0.0024207853712141436,-0.06440312415361404,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.3018495865618495e-15,10.6304086,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
115.317,370,115,324369106,base_link,-0.001034799756004795,-0.0016398826735170486,-0.9934336500361878,-0.11439328192712817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.003371697850525379,0.0005800466751679735,-0.03559376299381256,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.306653459574993e-15,10.6696352,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
115.567,371,115,574429148,base_link,-0.0010182969564650486,-0.0014574608793906873,-0.993085717631526,-0.11737800609726817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0006523538613691926,-0.0006785184377804421,-0.018778394907712936,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.1961643802726959e-15,9.7674234,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
115.817,372,115,824512933,base_link,-0.0010441087045318725,-0.0013819372286309867,-0.9929202823333585,-0.1187700004948759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0007143337861634791,9.346287697552637e-06,-0.008148511871695518,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.119302412062402e-15,9.1397978,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
116.067,373,116,74566603,base_link,-0.0010608015797701116,-0.001270464376839859,-0.9928560656052767,-0.11930672072890869,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0031853343825787306,-0.00011233438272029209,-0.003920826595276594,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.0952830469966852e-15,8.9436648,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
116.317,374,116,324649838,base_link,-0.001104571118322222,-0.0011964596432567764,-0.9928412897090197,-0.11942998725570125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.001516349846497178,-0.0005986000178381802,-0.0009337925584986805,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.090479173983542e-15,8.9044382,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
116.567,375,116,573703143,base_link,-0.0011365795756676502,-0.001204763460844807,-0.9939924844662886,-0.10943581477928738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0019309483468532562,-0.0005509520415216752,-0.05515115335583687,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
116.817,376,116,823782836,base_link,-0.0011201430341232523,-0.0011392141518865063,-0.9934310797624815,-0.1144208776082799,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0026353951543569565,-7.099460344761935e-05,-0.026504812762141228,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.3186631421078516e-15,10.7677017,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
117.067,377,117,73839913,base_link,-0.0011436347243828017,-0.001244233505467483,-0.9931809747694452,-0.116570559484869,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00030013552168384194,0.0012791829649358977,-0.009276025928556919,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.3414815389202825e-15,10.95402805,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
