,Time,name,pose,twist
1,114.689,"['ground_plane', 'landmark1', 'landmark2', 'landmark3', 'landmark4', 'drone1', 'drone2', 'drone3', 'drone4', 'rover5', 'rover6', 'rover7']","[position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0
  y: -8.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 13.0
  y: -3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 5.0
  y: 3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 10.0
  y: 2.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.008512253527922701
  y: 0.010398340125136084
  z: 0.49276791085438143
orientation: 
  x: 0.0009088097356559912
  y: -0.000719795179807412
  z: -0.041832870931936286
  w: 0.9991239497026161, position: 
  x: -0.010618818776529189
  y: -4.990086837498229
  z: 0.5305350654106861
orientation: 
  x: 0.0011719230789811739
  y: 8.614897523666214e-05
  z: 0.6472733261047091
  w: 0.7622570829372448, position: 
  x: 4.9916420402480055
  y: -5.008813285883107
  z: 0.4963162334620354
orientation: 
  x: 0.0007086869972456569
  y: 0.0007455978507113966
  z: 0.9991094970212695
  w: -0.04218002855014334, position: 
  x: 5.013986202868248
  y: -0.009051238993299925
  z: 0.4938140168775903
orientation: 
  x: -0.008813338359498452
  y: 0.009609883119600088
  z: 0.7119544566290955
  w: -0.7021045697752992, position: 
  x: -24.991007005605322
  y: -2.9441544115713727
  z: -0.3572445870445631
orientation: 
  x: -1.1652084583585237e-07
  y: 1.5830559079191746e-10
  z: -0.05083792672190386
  w: 0.9987069165709251, position: 
  x: 24.99092364056613
  y: -0.0558324348731628
  z: -0.3572445866811395
orientation: 
  x: -2.5909422294918996e-10
  y: -1.1647598869109388e-07
  z: 0.9986668148161921
  w: 0.05161969570685107, position: 
  x: 19.9577142582253
  y: -20.040685496925278
  z: -0.35724882241894684
orientation: 
  x: -2.0348963922257515e-06
  y: 1.2350368070261416e-06
  z: 0.9214594594557695
  w: 0.38847453529647924]","[linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.004786937906358649
  y: 0.00814230936054455
  z: 0.9804406799945784
angular: 
  x: -0.0063816805457849275
  y: 0.005387234998193452
  z: -0.06108751711828048, linear: 
  x: -0.008687621783521648
  y: 0.005468142389913867
  z: 1.0200678565722094
angular: 
  x: -0.005643902558942753
  y: -0.00245678017306266
  z: -0.1453977386684357, linear: 
  x: -0.00432036800936827
  y: -0.004105057985806851
  z: 0.9848342631033338
angular: 
  x: 0.007096126194974747
  y: -0.005088393034850222
  z: 0.07115751838493344, linear: 
  x: -0.003753646151543693
  y: -0.006172297259929309
  z: 0.9824596745321698
angular: 
  x: 0.010040659962886776
  y: -0.3528642875422837
  z: -0.2549074398104786, linear: 
  x: 0.0001099112085172335
  y: 0.000518941086278792
  z: 0.004901558390661223
angular: 
  x: 8.001960347712738e-05
  y: -8.643603350672942e-06
  z: -0.0009012792671530303, linear: 
  x: -0.00011073668876187359
  y: -0.0005188144984734272
  z: 0.00490155853970198
angular: 
  x: -8.001000183326466e-05
  y: 8.771605101622029e-06
  z: -0.0009013296500676637, linear: 
  x: 0.0011816964149893383
  y: -0.0019562896122088916
  z: 0.0004947514365517538
angular: 
  x: -0.008770239142945759
  y: -0.00757110762073377
  z: 4.6297041501417944e-05]"
251,114.949,"['ground_plane', 'landmark1', 'landmark2', 'landmark3', 'landmark4', 'drone1', 'drone2', 'drone3', 'drone4', 'rover5', 'rover6', 'rover7']","[position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0
  y: -8.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 13.0
  y: -3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 5.0
  y: 3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 10.0
  y: 2.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.009122531846954482
  y: 0.011784296818146673
  z: 0.7631571090967942
orientation: 
  x: 0.0005875150469958108
  y: -0.00019017450881802825
  z: -0.04797561082679305
  w: 0.9988483165253481, position: 
  x: -0.01219382779166687
  y: -4.989354717985979
  z: 0.8110187185757265
orientation: 
  x: 0.0006736768935845331
  y: 0.0002846865716400758
  z: 0.6367231569815005
  w: 0.7710921387723456, position: 
  x: 4.991117873362422
  y: -5.009231546121847
  z: 0.7680109373944719
orientation: 
  x: 5.6610286641414965e-05
  y: 0.0002125130699229135
  z: 0.9988245199424275
  w: -0.04847195060290112, position: 
  x: 5.016216324314199
  y: -0.00990488148062752
  z: 0.7666368278670994
orientation: 
  x: -0.05709031324558258
  y: 0.048085170019367025
  z: 0.7578644537839578
  w: -0.6481280600687438, position: 
  x: -24.99098065138772
  y: -2.9440350797512345
  z: -0.3572445873869765
orientation: 
  x: -1.1652591839537481e-07
  y: 1.5227390168379403e-10
  z: -0.05094786474910105
  w: 0.9987013142464035, position: 
  x: 24.990897096814713
  y: -0.05595173632614738
  z: -0.3572445870227628
orientation: 
  x: -2.53104409416839e-10
  y: -1.1648092517267659e-07
  z: 0.998661126081602
  w: 0.05172963612295602, position: 
  x: 19.957651261882823
  y: -20.040758418610192
  z: -0.35724883443464106
orientation: 
  x: -2.034242179726952e-06
  y: 1.2353082312724718e-06
  z: 0.9214693879931922
  w: 0.3884509840195902]","[linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0022708279925319577
  y: 0.0041604762331349954
  z: 1.1841068995590902
angular: 
  x: 0.000886297771689258
  y: 0.003240551292983224
  z: -0.04014367336369379, linear: 
  x: -0.004599849791480835
  y: 0.002402618180397163
  z: 1.2256582337099853
angular: 
  x: -0.003592582739877153
  y: -0.00218858006820299
  z: -0.08096866742285719, linear: 
  x: -0.0024252408313626948
  y: -0.0015358014246510496
  z: 1.1902937177579775
angular: 
  x: -0.0013984958511370368
  y: -0.003488178713590366
  z: 0.04413965194465544, linear: 
  x: -0.22490747717396853
  y: -0.005645974851264751
  z: 1.1840091475804915
angular: 
  x: 0.11551900289465895
  y: -0.5705900893782229
  z: -0.7369924969392033, linear: 
  x: 0.00010990858607636488
  y: 0.0005188174507550896
  z: 0.004899345141103464
angular: 
  x: 8.057369249315378e-05
  y: -8.083472517149159e-06
  z: -0.0009012890897328941, linear: 
  x: -0.00011073390717286123
  y: -0.0005186909723684265
  z: 0.0048993452966376375
angular: 
  x: -8.056497031951595e-05
  y: 8.212331883374207e-06
  z: -0.0009013395910631168, linear: 
  x: 0.0011823507280897475
  y: -0.0019557061988129533
  z: 0.0004947509171321289
angular: 
  x: -0.0087686492281557
  y: -0.0075727758741161175
  z: 4.52645052773592e-05]"
501,115.197,"['ground_plane', 'landmark1', 'landmark2', 'landmark3', 'landmark4', 'drone1', 'drone2', 'drone3', 'drone4', 'rover5', 'rover6', 'rover7']","[position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0
  y: -8.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 13.0
  y: -3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 5.0
  y: 3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 10.0
  y: 2.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00950559481110229
  y: 0.0123763690123953
  z: 1.0860076107295857
orientation: 
  x: 0.0002625459107313507
  y: 8.150467308193148e-05
  z: -0.05134509048016414
  w: 0.9986809330863471, position: 
  x: -0.012846345719856926
  y: -4.989029603537784
  z: 1.1436011280158653
orientation: 
  x: 0.00025242508662270415
  y: 0.0002644969645563471
  z: 0.6308239253442962
  w: 0.7759259252893572, position: 
  x: 4.990585873504293
  y: -5.009426060557998
  z: 1.0925665757872758
orientation: 
  x: -0.00024651041386012176
  y: -1.6929772881445435e-05
  z: 0.9986458442955718
  w: -0.05202323151423192, position: 
  x: 4.910449780575278
  y: -0.011541951164993547
  z: 1.0922001815950007
orientation: 
  x: -0.0948927967578042
  y: 0.0633994639917881
  z: 0.8173317968396102
  w: -0.5647518029754047, position: 
  x: -24.990954270039914
  y: -2.943915763167012
  z: -0.35724458773037454
orientation: 
  x: -1.1653089329737516e-07
  y: 1.4568103835234756e-10
  z: -0.0510577961795584
  w: 0.9986957001255554, position: 
  x: 24.990870525948072
  y: -0.056071022525377524
  z: -0.3572445873653707
orientation: 
  x: -2.4655343363958344e-10
  y: -1.1648576422318256e-07
  z: 0.9986554255535786
  w: 0.05183956994794118, position: 
  x: 19.957588350887818
  y: -20.040831268741677
  z: -0.3572488464640004
orientation: 
  x: -2.033587548330289e-06
  y: 1.2355792791271032e-06
  z: 0.9214792557916576
  w: 0.38842757515396736]","[linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.001950703901854043
  y: 0.0018712449964378086
  z: 1.389672281532555
angular: 
  x: 0.0019116627620922029
  y: 0.0009092052389778438
  z: -0.022618673651711083, linear: 
  x: -0.0018239724829668385
  y: 0.0014554567524283576
  z: 1.4169420799741015
angular: 
  x: -0.001201771955183296
  y: 0.0014662949096098765
  z: -0.04686812346523649, linear: 
  x: -0.0030082206981381665
  y: -0.0010390634066479408
  z: 1.3963243162209598
angular: 
  x: -0.0007059250951859287
  y: -0.0012179100639986354
  z: 0.021632780318887615, linear: 
  x: -0.7819298048949085
  y: -0.01271167148967207
  z: 1.401226943235486
angular: 
  x: 0.1997052870365075
  y: 0.1621519294534734
  z: -0.8595023080144251, linear: 
  x: 0.0001101449294919301
  y: 0.0005188134154969241
  z: 0.004901521087080155
angular: 
  x: 8.002076678330811e-05
  y: -8.669414253624201e-06
  z: -0.0009011881798296167, linear: 
  x: -0.00011097028675550259
  y: -0.0005186866683752547
  z: 0.004901521236551512
angular: 
  x: -8.001114616794471e-05
  y: 8.797440420814575e-06
  z: -0.0009012387941766083, linear: 
  x: 0.00118300253527061
  y: -0.001955124884191067
  z: 0.0004947504011466274
angular: 
  x: -0.008767064010184329
  y: -0.007574438724863076
  z: 4.423243931563005e-05]"
751,115.443,"['ground_plane', 'landmark1', 'landmark2', 'landmark3', 'landmark4', 'drone1', 'drone2', 'drone3', 'drone4', 'rover5', 'rover6', 'rover7']","[position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0
  y: -8.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 13.0
  y: -3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 5.0
  y: 3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 10.0
  y: 2.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.010020936859876928
  y: 0.012651624319337043
  z: 1.4417866891675417
orientation: 
  x: 2.613176381155133e-05
  y: 0.00018342306234635792
  z: -0.05322939321362569
  w: 0.9985822937400904, position: 
  x: -0.013031603524884115
  y: -4.988703860143547
  z: 1.5009677883022243
orientation: 
  x: -1.238207034014247e-05
  y: 0.00019604214770503292
  z: 0.6275805096788954
  w: 0.7785516458690064, position: 
  x: 4.989691519647785
  y: -5.009709844461014
  z: 1.4496119184439584
orientation: 
  x: -0.00032629352316830844
  y: -4.0226251133215776e-05
  z: 0.998541216134689
  w: -0.05399381070680086, position: 
  x: 4.627827662970726
  y: -0.016866228985251096
  z: 1.4698215312388745
orientation: 
  x: -0.060223912231451265
  y: 0.03277725159514687
  z: 0.8812013621238682
  w: -0.46774233458651776, position: 
  x: -24.990927861572565
  y: -2.943796461844339
  z: -0.3572445880742915
orientation: 
  x: -1.1653605626200329e-07
  y: 1.3951550845167943e-10
  z: -0.05116772100146437
  w: 0.9986900742109651, position: 
  x: 24.99084392797691
  y: -0.05619029344523748
  z: -0.3572445877084976
orientation: 
  x: -2.404300028674501e-10
  y: -1.1649079078787484e-07
  z: 0.9986497132347101
  w: 0.05194949717001856, position: 
  x: 19.95752552486896
  y: -20.04090404762761
  z: -0.3572488585069462
orientation: 
  x: -2.0329325037594276e-06
  y: 1.2358499603268135e-06
  z: 0.9214890629064116
  w: 0.38840430859891795]","[linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0026129453715920876
  y: 0.00127045083525196
  z: 1.4139997041638228
angular: 
  x: -0.0015307536099667864
  y: 0.0004783955471959733
  z: -0.015569606342661193, linear: 
  x: -0.0005752674346433421
  y: 0.0017973239202471025
  z: 1.4024826900610652
angular: 
  x: 0.0003427508276955375
  y: -0.0008245161063901828
  z: -0.027428073609271426, linear: 
  x: -0.0044554304931876815
  y: -0.0013506981122175987
  z: 1.4174942250269722
angular: 
  x: 0.0005528359339827276
  y: 0.0007758906428127133
  z: 0.009282723669755442, linear: 
  x: -1.2927780713090025
  y: -0.020028988174308572
  z: 1.6472249898844837
angular: 
  x: 0.10789653688251127
  y: 0.4246892721807768
  z: -0.9714528764493414, linear: 
  x: 0.00011014624699996493
  y: 0.0005186916441214144
  z: 0.004899381831511819
angular: 
  x: 8.055640772950572e-05
  y: -8.128911685657324e-06
  z: -0.0009011958999317638, linear: 
  x: -0.00011097144300829798
  y: -0.0005185650009858465
  z: 0.0048993819862056835
angular: 
  x: -8.0547639673697e-05
  y: 8.257735875224008e-06
  z: -0.0009012466335571412, linear: 
  x: 0.0011836518240239918
  y: -0.001954545687623491
  z: 0.0004947498874022104
angular: 
  x: -0.008765483541157384
  y: -0.00757609610116953
  z: 4.320092598200999e-05]"
1001,115.69,"['ground_plane', 'landmark1', 'landmark2', 'landmark3', 'landmark4', 'drone1', 'drone2', 'drone3', 'drone4', 'rover5', 'rover6', 'rover7']","[position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0
  y: -8.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 13.0
  y: -3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 5.0
  y: 3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 10.0
  y: 2.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.010782697252690217
  y: 0.012948029637201403
  z: 1.7784889397931347
orientation: 
  x: -7.730022963421553e-05
  y: 0.00019247565637498483
  z: -0.05416266753980763
  w: 0.9985321038518334, position: 
  x: -0.013076781056854763
  y: -4.988179661889349
  z: 1.8326844621006966
orientation: 
  x: -0.00013028290206306128
  y: 9.702716756876627e-05
  z: 0.6259137463837167
  w: 0.7798922718555394, position: 
  x: 4.988386603591886
  y: -5.0100929143871245
  z: 1.786950758029472
orientation: 
  x: -0.0002862257645904151
  y: 9.266164102718053e-06
  z: 0.9984851116340064
  w: -0.055021812349065655, position: 
  x: 4.25199371346474
  y: -0.022205761643141572
  z: 1.9119157317579583
orientation: 
  x: -0.020689089670942924
  y: 0.011001814030109556
  z: 0.9351305437843758
  w: -0.35352763362737616, position: 
  x: -24.990901425993645
  y: -2.943677175806737
  z: -0.35724458841918505
orientation: 
  x: -1.1654112676536463e-07
  y: 1.3280543462425547e-10
  z: -0.051277639196074316
  w: 0.998684436505578, position: 
  x: 24.990817302909228
  y: -0.05630954906221811
  z: -0.3572445880526014
orientation: 
  x: -2.3376196188093253e-10
  y: -1.1649572521588502e-07
  z: 0.998643989127952
  w: 0.052059417770438474, position: 
  x: 19.957462783454286
  y: -20.040976755577972
  z: -0.3572488705634037
orientation: 
  x: -2.0322770603694514e-06
  y: 1.236120287715236e-06
  z: 0.9214988093968034
  w: 0.38838118424379914]","[linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0035202497118024503
  y: 0.0014682435241348895
  z: 1.264212605444894
angular: 
  x: -0.0026204719401181457
  y: 0.0004907026944110088
  z: -0.008637848675903278, linear: 
  x: -0.0003382819687883923
  y: 0.002495351048381735
  z: 1.2381663402291232
angular: 
  x: -9.490063741584766e-05
  y: -0.0021386271736408198
  z: -0.007845206768399931, linear: 
  x: -0.005823933615205728
  y: -0.0015185359762572143
  z: 1.2660014680975082
angular: 
  x: -0.0015759549808472236
  y: 6.012772068949841e-05
  z: 0.007938271218768767, linear: 
  x: -1.530162703511043
  y: -0.01387020925828529
  z: 1.9021747084785983
angular: 
  x: 0.039692091879881465
  y: 0.271414750282838
  z: -1.0383530939071821, linear: 
  x: 0.00011037856406291144
  y: 0.0005186853693656419
  z: 0.004901485031704664
angular: 
  x: 8.002158950991998e-05
  y: -8.69554838764779e-06
  z: -0.0009010966011364428, linear: 
  x: -0.0001112037941542128
  y: -0.0005185584637719652
  z: 0.004901485181296865
angular: 
  x: -8.001195141145493e-05
  y: 8.823579892134569e-06
  z: -0.0009011474474315315, linear: 
  x: 0.0011842985817017465
  y: -0.0019539686294412443
  z: 0.000494749373156238
angular: 
  x: -0.008763907893448622
  y: -0.007577747955681887
  z: 4.2170037432057824e-05]"
1251,115.956,"['ground_plane', 'landmark1', 'landmark2', 'landmark3', 'landmark4', 'drone1', 'drone2', 'drone3', 'drone4', 'rover5', 'rover6', 'rover7']","[position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0
  y: -8.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 13.0
  y: -3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 5.0
  y: 3.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 10.0
  y: 2.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.011774377490967469
  y: 0.013328282178652229
  z: 2.068793361690126
orientation: 
  x: -0.00017779174772828454
  y: 0.00018285600419615797
  z: -0.05455375688018671
  w: 0.9985108024273116, position: 
  x: -0.013154642955437302
  y: -4.987467929223592
  z: 2.115822715851222
orientation: 
  x: -0.00020738033831483604
  y: 3.804871176732055e-05
  z: 0.6251988655535113
  w: 0.7804654598739739, position: 
  x: 4.986766217575506
  y: -5.010490363804308
  z: 2.077561685089276
orientation: 
  x: -0.0002505621571473669
  y: 4.646785041489769e-05
  z: 0.9984614879506082
  w: -0.05544900484952067, position: 
  x: 3.8518280739180515
  y: -0.024258532148418385
  z: 2.419369141120082
orientation: 
  x: 0.0004554738223867533
  y: 0.0025869712539074636
  z: 0.9740626934884173
  w: -0.22626305327520513, position: 
  x: -24.990874963313882
  y: -2.943557905079767
  z: -0.35724458876460485
orientation: 
  x: -1.1654638078263942e-07
  y: 1.2650614642588836e-10
  z: -0.05138755075150961
  w: 0.998678787011994, position: 
  x: 24.990790650755784
  y: -0.05642878935078021
  z: -0.3572445883972315
orientation: 
  x: -2.2750492663430342e-10
  y: -1.1650084260861394e-07
  z: 0.9986382532359106
  w: 0.052169331737293344, position: 
  x: 19.957400126271132
  y: -20.0410493929047
  z: -0.3572488826332947
orientation: 
  x: -2.0316212248730166e-06
  y: 1.2363902708353534e-06
  z: 0.921508495326196
  w: 0.38835820196822696]","[linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.0
  y: 0.0
  z: 0.0
angular: 
  x: 0.0
  y: 0.0
  z: 0.0, linear: 
  x: 0.004394678883110389
  y: 0.0019263875884571828
  z: 1.0542850711694791
angular: 
  x: 0.0015482927813269376
  y: -0.0013358316723555987
  z: -0.0013274772437442332, linear: 
  x: -0.0006202434870082236
  y: 0.003276926053349074
  z: 1.024041385269814
angular: 
  x: 0.0002177730117992959
  y: 0.0012804426331381683
  z: -0.004093010977859425, linear: 
  x: -0.007002967512127987
  y: -0.001514991575976847
  z: 1.0548906924285142
angular: 
  x: 0.001972940911774359
  y: 0.00026434418230006693
  z: 0.000697976172842585, linear: 
  x: -1.5780100371344032
  y: -0.004205406433161889
  z: 2.157387861714595
angular: 
  x: 0.0033353956082633695
  y: 0.098710381781198
  z: -1.0901424533091857, linear: 
  x: 0.00011038368899830045
  y: 0.0005185653920578056
  z: 0.0048994172944377395
angular: 
  x: 8.053939022945546e-05
  y: -8.174014597864474e-06
  z: -0.0009011022812456443, linear: 
  x: -0.0001112087635584431
  y: -0.000518438583821368
  z: 0.004899417448842558
angular: 
  x: -8.053057384471102e-05
  y: 8.302826371435142e-06
  z: -0.0009011532461286974, linear: 
  x: 0.0011849427914302248
  y: -0.0019533937305880704
  z: 0.0004947488596237705
angular: 
  x: -0.008762337126495592
  y: -0.007579394228907568
  z: 4.1139847163631374e-05]"
