,time,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w
0,114.689,-24.991007005605322,-2.9441544115713727,-0.3572445870445631,-1.1652084583585237e-07,1.5830559079191746e-10,-0.05083792672190386,0.9987069165709251
1,114.949,-24.99098065138772,-2.9440350797512345,-0.3572445873869765,-1.1652591839537481e-07,1.5227390168379403e-10,-0.05094786474910105,0.9987013142464035
2,115.197,-24.990954270039914,-2.943915763167012,-0.35724458773037454,-1.1653089329737516e-07,1.4568103835234756e-10,-0.0510577961795584,0.9986957001255554
3,115.443,-24.990927861572565,-2.943796461844339,-0.3572445880742915,-1.1653605626200329e-07,1.3951550845167943e-10,-0.05116772100146437,0.9986900742109651
4,115.69,-24.990901425993645,-2.943677175806737,-0.35724458841918505,-1.1654112676536463e-07,1.3280543462425547e-10,-0.051277639196074316,0.998684436505578
5,115.956,-24.990874963313882,-2.943557905079767,-0.35724458876460485,-1.1654638078263942e-07,1.2650614642588836e-10,-0.05138755075150961,0.998678787011994
6,116.203,-24.990848473541323,-2.9434386496869576,-0.35724458911099377,-1.1655154738416942e-07,1.19678298861305e-10,-0.051497455649129054,0.9986731257331662
7,116.45,-24.99082195668661,-2.9433194096538036,-0.3572445894579163,-1.1655689316265057e-07,1.1324518290630138e-10,-0.051607353876917936,0.9986674526717134
8,116.697,-24.99079541275787,-2.9432001850038434,-0.3572445898058004,-1.1656215629575952e-07,1.0629893262667877e-10,-0.05171724541638647,0.9986617678305943
9,116.944,-24.99076884176575,-2.943080975762501,-0.3572445901542254,-1.1656759439551195e-07,9.973201220578199e-11,-0.051827130255410886,0.9986560712124446
10,117.191,-24.99074224371846,-2.9429617819533154,-0.3572445905036046,-1.16572954615542e-07,9.266685721031265e-11,-0.051937008375594854,0.9986503628202315
11,117.439,-24.989840735258813,-2.942934438400581,-0.35724459185825835,-1.2361620239339485e-07,2.685974869381404e-10,-0.05204127244187706,0.9986449348805686
12,117.705,-24.95988064158928,-2.9459510965050946,-0.3572447168634235,-4.097386308571764e-07,1.5575441897640245e-08,-0.052102138299838584,0.9986417611858702
13,117.952,-24.861883454833645,-2.956109665905032,-0.35724617955892835,-1.2105388586701168e-06,5.961510781168954e-08,-0.05212513303082858,0.9986405612156206
14,118.199,-24.682452767097924,-2.9748396288503787,-0.35724902124784985,1.60929641200231e-06,-1.3796300818050993e-07,-0.05211379210302353,0.9986411531025717
15,118.446,-24.42053569359414,-3.0023466062484534,-0.35724812846093906,-1.4101632041200701e-08,-1.1210358793299792e-06,-0.05206270220785606,0.9986438179038406
16,118.693,-24.078671779573824,-3.0381183722301186,-0.3572471757423651,1.344787638946805e-06,-1.4562899146908106e-07,-0.05202380882973354,0.9986458447883403
17,118.941,-23.661177636647313,-3.0816530813249003,-0.3572489612720192,-1.899125110988597e-06,-3.718564106417413e-08,-0.05203716683484043,0.9986451488212393
18,119.189,-23.172931830263767,-3.13274332493774,-0.3572467097648321,-1.2224176057029744e-06,1.4088241901692688e-07,-0.05200268261562005,0.9986469451208796
19,119.454,-22.61752316548824,-3.1907077255715737,-0.3572470569836526,-1.3990053419009323e-06,1.55968422652454e-07,-0.05203970278836959,0.9986450166759542
20,119.7,-21.996870812957127,-3.25563989901152,-0.35724887610997846,6.161377894827803e-07,-2.595948885629724e-06,-0.05203491939360222,0.9986452659260859
21,119.946,-21.3124200705247,-3.3271342177930947,-0.3572476962081663,3.121629756038187e-06,1.4799285467595832e-06,-0.052089524400290584,0.9986424192051012
22,120.193,-20.56505736230187,-3.405325185811649,-0.3572445993472222,-1.7570775387361835e-07,9.01603833323673e-09,-0.05209484712861598,0.9986421415615382
23,120.442,-19.756201495385024,-3.4900192415573503,-0.35724921109862673,-7.357903236311864e-07,-8.803288566126454e-08,-0.05212147995152733,0.9986407518858388
24,120.689,-18.913942163271138,-3.578243972747171,-0.3572446047890916,1.5967277460312452e-07,-1.9188705955404635e-08,-0.052226126592235037,0.9986352846265478
25,120.955,-18.07708795897102,-3.6660244018525767,-0.3572490264989671,-1.5472251954600475e-07,3.520884366425587e-08,-0.052316688764481374,0.9986305443339369
26,121.202,-17.25945104574336,-3.7519509992846856,-0.3572467515514035,2.0026962112292143e-07,4.137839838326704e-06,-0.05239300411319003,0.9986265433598456
27,121.449,-16.463298285949787,-3.835894046311308,-0.35724812573002473,-1.5552603210943513e-06,2.576151127855411e-07,-0.05251235306434402,0.9986202745654429
28,121.696,-15.686176378548604,-3.9179937685343704,-0.35724881526410185,9.76582297423988e-07,-5.170602874543653e-06,-0.0527536499197831,0.99860755674712
29,121.943,-14.923877014542686,-3.9988300422943364,-0.3572465937128181,-1.0212887722916641e-06,2.3612838425830037e-06,-0.05296062669957873,0.9985966012424483
30,122.19,-14.17173531670682,-4.079072435343501,-0.3572500176590675,-1.2046100226391906e-06,2.0294597904745378e-07,-0.05315669724995933,0.9985861833292027
31,122.456,-13.425558053882044,-4.158924547336585,-0.3572506117835422,8.725424641302168e-07,3.621547178819974e-07,-0.05342841248853385,0.9985716823233386
32,122.689,-12.681552210949743,-4.238857337842647,-0.35724587452538603,-1.6294652006435231e-06,2.5495834309099265e-07,-0.05367761438277567,0.9985583176317014
33,122.954,-11.93768124454688,-4.3192886345912145,-0.35725017303169826,-8.716207223227524e-07,1.9099679645455462e-07,-0.05385776018479013,0.9985486175780733
