,time,target,true_distance,noise,sensor_output
0,114.689,drone2,5.000664392610423,0.15275628621875278,5.153420678829176
1,114.712,drone3,7.072770348918914,0.05577671813029886,7.1285470670492135
2,114.735,drone4,5.00551184575467,-0.05438878459885985,4.95112306115581
3,114.758,rover5,25.187851563738338,0.10148582113926366,25.2893373848776
4,114.781,rover6,24.99695554408056,0.12557373137938121,25.12252927545994
5,114.804,rover7,28.297334717451587,0.019854193445714697,28.3171889108973
6,114.827,landmark1,8.025545105468378,0.14261207575453577,8.168157181222915
7,114.85,landmark2,13.344814432839826,0.09626993581358002,13.441084368653407
8,114.873,landmark3,5.839134201392809,0.2568602700368073,6.095994471429616
9,114.896,landmark4,10.199566773488288,0.03278139954369976,10.232348173031987
10,114.949,drone2,5.0014134568385895,-0.03760732934991635,4.963806127488673
11,114.972,drone3,7.073252521830772,0.16698515431301492,7.240237676143787
12,114.995,drone4,5.007141976762992,0.02389500960881305,5.031036986371805
13,115.018,rover5,25.19915330563246,-0.12391221049096382,25.075241095141497
14,115.041,rover6,25.006977997065615,-0.017257652784327882,24.989720344281288
15,115.064,rover7,28.30730607679659,0.0006120192002983794,28.307918095996886
16,115.087,landmark1,8.048054399200725,-0.023371498877214143,8.02468290032351
17,115.11,landmark2,13.357250870455788,-0.24016798132073178,13.117082889135057
18,115.133,landmark3,5.866915694300145,-0.1956200071711357,5.671295687129009
19,115.156,landmark4,10.215333721381407,0.09405261157622198,10.30938633295763
20,115.197,drone2,5.001787512953695,0.030051183521740278,5.031838696475435
21,115.22,drone3,7.073167847891634,-0.1131715712187348,6.959996276672899
22,115.243,drone4,4.90100646254927,-0.08915452861715933,4.81185193393211
23,115.266,rover5,25.215979725824095,0.028599290210924222,25.24457901603502
24,115.289,rover6,25.023114429969628,0.003113525739590748,25.026227955709217
25,115.312,rover7,28.322078514957095,-0.12833152110833884,28.193746993848755
26,115.335,landmark1,8.085646416063689,-0.27934718841371686,7.806299227649972
27,115.358,landmark2,13.3793411201894,-0.09840121703039502,13.280939903159005
28,115.381,landmark3,5.916953768555221,-0.012005526312537795,5.904948242242683
29,115.404,landmark4,10.244024535754178,-0.005949279088367335,10.23807525666581
30,115.443,drone2,5.001758741090972,0.05315768866961589,5.054916429760588
31,115.466,drone3,7.072573440437788,0.12328743497088904,7.195860875408677
32,115.489,drone4,4.617986164525428,-0.04533317771343355,4.5726529868119945
33,115.512,rover5,25.2393450716241,0.1489631791082576,25.388308250732358
34,115.535,rover6,25.045613788812226,-0.027791456200062677,25.017822332612162
35,115.558,rover7,28.342275195868016,-0.03964829075134437,28.30262690511667
36,115.581,landmark1,8.141341125941326,-0.12825224795301732,8.013088877988308
37,115.604,landmark2,13.412470865854411,0.06375001358921993,13.47622087944363
38,115.627,landmark3,5.99190205404923,0.062399114528448645,6.054301168577679
39,115.65,landmark4,10.287272918774892,-0.05868984902160201,10.22858306975329
40,115.69,drone2,5.001478243109439,-0.06168773308398754,4.9397905100254516
41,115.713,drone3,7.071601839478513,-0.012791107446620901,7.058810732031892
42,115.736,drone4,4.243454887458315,-0.08689163000057164,4.156563257457743
43,115.759,rover5,25.266325401759246,0.04567376469597678,25.311999166455223
44,115.782,rover6,25.071264092860773,-0.07445781795988239,24.99680627490089
45,115.805,rover7,28.365318996036788,0.02919174364232642,28.394510739679113
46,115.828,landmark1,8.207951955341432,-0.06343185069820023,8.144520104643233
47,115.851,landmark2,13.452161345904653,0.06403056790562475,13.516191913810278
48,115.874,landmark3,6.080936743351959,-0.08941681007374928,5.99151993327821
49,115.897,landmark4,10.33904544739965,-0.2415879828671134,10.097457464532537
50,115.956,drone2,5.0010794798911435,-0.0578297130140171,4.943249766877126
51,115.979,drone3,7.070316434229026,0.04162592239542563,7.111942356624452
52,116.002,drone4,3.8562064956609223,-0.0838120518732415,3.7723944437876806
53,116.025,rover5,25.293503318455027,-0.10884591645971352,25.184657401995313
54,116.048,rover6,25.096648783539226,0.039335137732337794,25.135983921271563
55,116.071,rover7,28.388232270018605,0.12103926552593575,28.509271535544542
56,116.094,landmark1,8.27607846551147,0.11453483958197029,8.39061330509344
57,116.117,landmark2,13.492740942104797,-0.06706200784756522,13.425678934257231
58,116.14,landmark3,6.1711027202974575,-0.07227873963872998,6.098823980658728
59,116.163,landmark4,10.391892107499496,0.14538419830136193,10.537276305800857
60,116.203,drone2,5.000670610676402,-0.06053694595156858,4.940133664724834
61,116.226,drone3,7.068744288381425,0.09707650307221304,7.165820791453638
62,116.249,drone4,3.5111315573073516,0.11915603713655686,3.6302875944439084
63,116.272,rover5,25.318434148368357,0.005857041905503209,25.32429119027386
64,116.295,rover6,25.119247499391342,0.16992321601248014,25.289170715403824
65,116.318,rover7,28.408856748022902,-0.153034909156696,28.255821838866208
66,116.341,landmark1,8.338611154604662,-0.11651859459464126,8.22209256001002
67,116.364,landmark2,13.529784132773562,-0.13550488335206973,13.394279249421492
68,116.387,landmark3,6.252737680705502,0.011974367224922434,6.264712047930425
69,116.41,landmark4,10.440033853334493,-0.08803415498786535,10.351999698346628
70,116.45,drone2,5.000487084388323,0.04290775283833925,5.043394837226662
71,116.473,drone3,7.067190878825531,-0.07201209067820033,6.995178788147331
72,116.496,drone4,3.249611650019568,-0.07522306370967959,3.1743885863098886
73,116.519,rover5,25.339156257530043,-0.040000042983268286,25.299156214546773
74,116.542,rover6,25.137651946598346,0.04580741893565605,25.183459365534002
75,116.565,rover7,28.425930165908415,0.04315981973312152,28.469089985641535
76,116.588,landmark1,8.390684564962065,-0.19217423348557255,8.198510331476493
