Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
249.273,829,map,base_link,1.1452347134863552,4.848860661016347,7.988,-0.00492976573080375,0.004859295134959823,-0.6082624486070476,-0.7937057882333914,0.0,0.03,0.0
249.523,830,map,base_link,1.145234716219898,4.871052243731383,7.987,-0.0044098167982825,0.003922184449240728,-0.6095205193603024,-0.7927483247940036,0.0,0.01,0.0
249.773,831,map,base_link,1.1452347177865896,4.882148034829958,7.986,-0.0038209273630740786,0.0031976485452226712,-0.6107013206681746,-0.7918453589508588,0.0,0.0,0.0
250.026,832,map,base_link,1.1452347187983989,4.893243825244499,7.985,-0.0033718333565976033,0.002578424379067083,-0.6118339146599117,-0.7909748689683288,-0.01,-0.02,0.0
250.274,833,map,base_link,1.1452347187983989,4.893243825244499,7.984,-0.002918647258328411,0.002157088524194036,-0.6128409811919538,-0.7901979247245361,-0.01,-0.03,0.0
250.524,834,map,base_link,1.1543238890304597,4.915435406731235,7.983,-0.0025782919140210103,0.0017607106944782715,-0.6137712887717588,-0.7894777117741264,-0.01,-0.04,0.0
250.774,835,map,base_link,1.1543238890304597,4.915435406731235,7.983,-0.0023180901736798965,0.0013072483871031516,-0.6146752789278512,-0.7887757723425395,-0.01,-0.04,0.0
251.024,836,map,base_link,1.1543238890304597,4.915435406731235,7.982,-0.002114774994572123,0.0009040474990877901,-0.615498078955666,-0.7881350298183216,-0.01,-0.05,0.0
251.274,837,map,base_link,1.1543238890304597,4.915435406731235,7.981,-0.001949012772363747,0.000685535185962582,-0.6162555689586166,-0.7875435258563261,-0.01,-0.05,0.0
251.524,838,map,base_link,1.1543238890304597,4.915435406731235,7.981,-0.0017797093468651917,0.00048573588005667933,-0.6169341122929446,-0.7870126414388855,0.0,-0.05,0.0
251.774,839,map,base_link,1.1543238890304597,4.915435406731235,7.98,-0.0016856910928286259,0.0003099228942435349,-0.6175256522851512,-0.7865488739824993,0.0,-0.05,0.0
252.024,840,map,base_link,1.1452347215319416,4.915435407579789,7.98,-0.001686379629391529,-5.2778431324989995e-05,-0.6181426493875085,-0.786064131191835,0.0,-0.05,0.0
252.274,841,map,base_link,1.145234720268486,4.915435400204007,7.979,-0.001761571337552996,-0.00031281947793231,-0.618656662350885,-0.7856594256669105,0.0,-0.05,0.0
252.524,842,map,base_link,1.145234720268486,4.915435400204007,7.979,-0.0018095534546485772,-0.0003442416800867408,-0.6192375853479231,-0.7852015154763993,0.0,-0.05,0.0
252.774,843,map,base_link,1.145234720268486,4.915435400204007,7.979,0.0005856449853315657,0.0013809154032760904,-0.6205019533377236,-0.7842034659427807,0.0,-0.04,0.0
253.024,844,map,base_link,1.1270563928561774,4.91543540241942,7.979,0.0450391000477846,0.03201175185245069,-0.6608860550720201,-0.7484492964934671,-0.12,-0.01,0.0
253.274,845,map,base_link,1.0452539135215182,4.926531203269532,7.977,0.10871278050780993,0.06133140807128026,-0.7272449810508359,-0.6749331280020444,-0.57,0.09,0.0
253.524,846,map,base_link,0.7907573130087919,4.982010184589515,7.973,0.12304713902016733,0.05266178111317032,-0.7974813172755189,-0.5883108761407044,-1.26,0.25,0.01
253.774,847,map,base_link,0.3544774203596024,5.081872333357439,7.97,0.06087334204712467,0.01970511744680025,-0.8697081178416287,-0.4894016084309425,-1.79,0.38,0.0
254.024,848,map,base_link,-0.17269413066930284,5.2039260395410105,7.972,-0.001718053105359802,0.0019188472101237305,-0.9279080989363326,-0.3728001156749715,-1.97,0.4,-0.01
254.274,849,map,base_link,-0.6907765297935091,5.314883925601256,7.977,-0.036606312809243015,-0.0012778261872227051,-0.96782362131023,-0.2489493584179311,-1.88,0.38,-0.02
254.524,850,map,base_link,-1.1452347855769949,5.414746007877859,7.982,-0.04663785357943855,0.0015687542221338008,-0.9848408173076735,-0.16706589774231922,-1.66,0.33,-0.02
254.774,851,map,base_link,-1.5178905635014055,5.4924164900985115,7.985,-0.043974617616253736,0.0035458848638200303,-0.991599740120681,-0.12158789042760115,-1.42,0.28,-0.01
255.024,852,map,base_link,-1.8178330241958842,5.558991181373751,7.986,-0.03623701425864705,0.003569403361523194,-0.9946279645477135,-0.09689865993363223,-1.2,0.24,0.0
255.274,853,map,base_link,-2.0632404935509006,5.6144700842844655,7.985,-0.027582663953997468,0.0024763724589798434,-0.9960957256994898,-0.0838234422572341,-1.01,0.2,0.0
255.524,854,map,base_link,-2.272291304009406,5.6588531978628795,7.982,-0.020480112554697148,0.001275298122239246,-0.9967826748128652,-0.07748056399740649,-0.87,0.17,0.0
255.774,855,map,base_link,-2.454074616917278,5.692140523606373,7.98,-0.01579585417063156,0.0002157619895014933,-0.9970551247594283,-0.0750434715931057,-0.77,0.15,0.0
256.025,856,map,base_link,-2.6267687626231337,5.725427838908235,7.978,-0.013432710561844622,-0.0004934945268284049,-0.997099238779517,-0.0749161316100993,-0.69,0.14,0.0
256.275,857,map,base_link,-2.7903737481186974,5.758715162816061,7.977,-0.012758164604844994,-0.0008505307349376455,-0.9970305707573064,-0.07593778248503413,-0.62,0.13,0.0
256.525,858,map,base_link,-2.9358004034275362,5.79200248982738,7.977,-0.012962007863101534,-0.0009153978732621299,-0.9969048378650769,-0.07753639558359032,-0.55,0.12,0.0
256.775,859,map,base_link,-3.081227057104348,5.814194024255268,7.977,-0.013628705555688805,-0.0008262964199170607,-0.9967463807130423,-0.07943694451924732,-0.49,0.12,0.0
